"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Oct 04 15:01:51 GMT 2024","Fri Oct 04 15:01:52 GMT 2024","1656","Assert if inventory listing is working correctly.","","","","","Assert if the user sees 6 items in the listing.",""
"passed","Fri Oct 04 15:01:54 GMT 2024","Fri Oct 04 15:01:56 GMT 2024","1658","Assert if inventory listing is working correctly.","","","","","Assert if ""Remove"" button removes the item from the cart counter when clicked.",""
"passed","Fri Oct 04 15:02:01 GMT 2024","Fri Oct 04 15:02:02 GMT 2024","1105","Test application login scenarios","","","","","Login with a valid user and check if the products page is shown correctly.",""
"passed","Fri Oct 04 15:01:52 GMT 2024","Fri Oct 04 15:01:54 GMT 2024","1319","Assert if inventory listing is working correctly.","","","","","Assert if ""Add to cart"" button is working correctly.",""
"passed","Fri Oct 04 15:02:08 GMT 2024","Fri Oct 04 15:02:10 GMT 2024","1311","Test navigation links on hamburger menu.","","","","","Assert menu links consistency.",""
"passed","Fri Oct 04 15:01:56 GMT 2024","Fri Oct 04 15:01:56 GMT 2024","855","Assert if inventory listing is working correctly.","","","","","Assert if sorting items ascending in the list by name returns the correct list.",""
"passed","Fri Oct 04 15:02:03 GMT 2024","Fri Oct 04 15:02:06 GMT 2024","3620","Test application login scenarios","","","","","Login with invalid usernames to check error messages.",""
"passed","Fri Oct 04 15:01:56 GMT 2024","Fri Oct 04 15:01:57 GMT 2024","846","Assert if inventory listing is working correctly.","","","","","Assert if sorting items descending in the list by name returns the correct list.",""
"passed","Fri Oct 04 15:01:57 GMT 2024","Fri Oct 04 15:01:58 GMT 2024","851","Assert if inventory listing is working correctly.","","","","","Assert if sorting items ascending in the list by price returns the correct list.",""
"passed","Fri Oct 04 15:02:10 GMT 2024","Fri Oct 04 15:02:11 GMT 2024","1294","Test navigation links on hamburger menu.","","","","","Assert if the ""Logout"" menu option is logging out the user and redirecting to login form.",""
"passed","Fri Oct 04 15:01:58 GMT 2024","Fri Oct 04 15:01:59 GMT 2024","840","Assert if inventory listing is working correctly.","","","","","Assert if sorting items descending in the list by price returns the correct list.",""
