"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Oct 08 01:18:48 GMT 2024","Tue Oct 08 01:18:49 GMT 2024","871","Test product page functionalities and information.","","","","","Assert if product description matches with the name in inventory list.",""
"passed","Tue Oct 08 01:18:44 GMT 2024","Tue Oct 08 01:18:45 GMT 2024","1067","Test navigation links on hamburger menu.","Go to shopping cart and them try to come back to products listing.","","","","Assert if ""All Items"" menu option is working correctly.",""
"passed","Tue Oct 08 01:18:10 GMT 2024","Tue Oct 08 01:18:12 GMT 2024","2286","Assert if the checkout feature is working as it should.","","","","","Checkout a single item and check if the pricing matches.",""
"passed","Tue Oct 08 01:18:36 GMT 2024","Tue Oct 08 01:18:44 GMT 2024","8173","Test navigation links on hamburger menu.","","","","","Assert if the ""About"" menu option is redirecting to the correct website.",""
"passed","Tue Oct 08 01:18:14 GMT 2024","Tue Oct 08 01:18:15 GMT 2024","1669","Assert if the checkout feature is working as it should.","","","","","Checkout two items and verify total matches subtotal plus tax.",""
"passed","Tue Oct 08 01:18:15 GMT 2024","Tue Oct 08 01:18:17 GMT 2024","1735","Assert if the checkout feature is working as it should.","","","","","Assert if the user can complete the checkout process.",""
"passed","Tue Oct 08 01:18:23 GMT 2024","Tue Oct 08 01:18:23 GMT 2024","853","Assert if inventory listing is working correctly.","","","","","Assert if sorting items ascending in the list by name returns the correct list.",""
"passed","Tue Oct 08 01:18:33 GMT 2024","Tue Oct 08 01:18:35 GMT 2024","1158","Test navigation links on hamburger menu.","","","","","Assert menu links consistency.",""
"passed","Tue Oct 08 01:18:23 GMT 2024","Tue Oct 08 01:18:24 GMT 2024","841","Assert if inventory listing is working correctly.","","","","","Assert if sorting items descending in the list by name returns the correct list.",""
"skipped","Tue Oct 08 01:18:44 GMT 2024","Tue Oct 08 01:18:45 GMT 2024","1096","Test navigation links on hamburger menu.","","","","","Assert if the ""Reset App State"" menu option clears the shopping cart and reset the page DOM.",""
"passed","Tue Oct 08 01:18:47 GMT 2024","Tue Oct 08 01:18:48 GMT 2024","1037","Test product page functionalities and information.","","","","","Assert if product name matches with the name in inventory list.",""
"passed","Tue Oct 08 01:18:25 GMT 2024","Tue Oct 08 01:18:26 GMT 2024","827","Assert if inventory listing is working correctly.","","","","","Assert if sorting items descending in the list by price returns the correct list.",""
"passed","Tue Oct 08 01:18:12 GMT 2024","Tue Oct 08 01:18:14 GMT 2024","1786","Assert if the checkout feature is working as it should.","","","","","Checkout two items and check if the total sum of the price matches.",""
"passed","Tue Oct 08 01:18:35 GMT 2024","Tue Oct 08 01:18:36 GMT 2024","1221","Test navigation links on hamburger menu.","","","","","Assert if the ""Logout"" menu option is logging out the user and redirecting to login form.",""
"passed","Tue Oct 08 01:18:21 GMT 2024","Tue Oct 08 01:18:22 GMT 2024","1620","Assert if inventory listing is working correctly.","","","","","Assert if ""Remove"" button removes the item from the cart counter when clicked.",""
"passed","Tue Oct 08 01:18:49 GMT 2024","Tue Oct 08 01:18:49 GMT 2024","801","Test product page functionalities and information.","","","","","Assert if product price matches with the price in inventory list.",""
"skipped","Tue Oct 08 01:18:51 GMT 2024","Tue Oct 08 01:18:51 GMT 2024","17","Test product page functionalities and information.","","","","","Assert if ""Reset App State"" function resets the app state inside the product page.",""
"passed","Tue Oct 08 01:18:50 GMT 2024","Tue Oct 08 01:18:51 GMT 2024","943","Test product page functionalities and information.","","","","","Assert if ""Remove"" button inside product page removes the added item from shopping cart.",""
"passed","Tue Oct 08 01:18:27 GMT 2024","Tue Oct 08 01:18:28 GMT 2024","929","Test application login scenarios","","","","","Login with a valid user and check if the products page is shown correctly.",""
"passed","Tue Oct 08 01:18:49 GMT 2024","Tue Oct 08 01:18:50 GMT 2024","874","Test product page functionalities and information.","","","","","Assert if ""Add to cart"" button inside product page is working correctly.",""
"passed","Tue Oct 08 01:18:24 GMT 2024","Tue Oct 08 01:18:25 GMT 2024","825","Assert if inventory listing is working correctly.","","","","","Assert if sorting items ascending in the list by price returns the correct list.",""
"passed","Tue Oct 08 01:18:28 GMT 2024","Tue Oct 08 01:18:32 GMT 2024","3544","Test application login scenarios","","","","","Login with invalid usernames to check error messages.",""
"passed","Tue Oct 08 01:18:20 GMT 2024","Tue Oct 08 01:18:21 GMT 2024","1244","Assert if inventory listing is working correctly.","","","","","Assert if ""Add to cart"" button is working correctly.",""
"passed","Tue Oct 08 01:18:19 GMT 2024","Tue Oct 08 01:18:20 GMT 2024","930","Assert if inventory listing is working correctly.","","","","","Assert if the user sees 6 items in the listing.",""
