"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Oct 08 00:54:43 GMT 2024","Tue Oct 08 00:54:45 GMT 2024","1302","Test navigation links on hamburger menu.","","","","","Assert menu links consistency.",""
"passed","Tue Oct 08 00:54:33 GMT 2024","Tue Oct 08 00:54:34 GMT 2024","869","Assert if inventory listing is working correctly.","","","","","Assert if sorting items ascending in the list by price returns the correct list.",""
"passed","Tue Oct 08 00:54:21 GMT 2024","Tue Oct 08 00:54:23 GMT 2024","1745","Assert if the checkout feature is working as it should.","","","","","Checkout two items and verify total matches subtotal plus tax.",""
"passed","Tue Oct 08 00:54:38 GMT 2024","Tue Oct 08 00:54:41 GMT 2024","3619","Test application login scenarios","","","","","Login with invalid usernames to check error messages.",""
"passed","Tue Oct 08 00:54:37 GMT 2024","Tue Oct 08 00:54:38 GMT 2024","1092","Test application login scenarios","","","","","Login with a valid user and check if the products page is shown correctly.",""
"passed","Tue Oct 08 00:54:23 GMT 2024","Tue Oct 08 00:54:25 GMT 2024","1795","Assert if the checkout feature is working as it should.","","","","","Assert if the user can complete the checkout process.",""
"passed","Tue Oct 08 00:54:45 GMT 2024","Tue Oct 08 00:54:46 GMT 2024","1239","Test navigation links on hamburger menu.","","","","","Assert if the ""Logout"" menu option is logging out the user and redirecting to login form.",""
"passed","Tue Oct 08 00:54:28 GMT 2024","Tue Oct 08 00:54:29 GMT 2024","1310","Assert if inventory listing is working correctly.","","","","","Assert if ""Add to cart"" button is working correctly.",""
"passed","Tue Oct 08 00:54:17 GMT 2024","Tue Oct 08 00:54:20 GMT 2024","2514","Assert if the checkout feature is working as it should.","","","","","Checkout a single item and check if the pricing matches.",""
"passed","Tue Oct 08 00:54:34 GMT 2024","Tue Oct 08 00:54:35 GMT 2024","877","Assert if inventory listing is working correctly.","","","","","Assert if sorting items descending in the list by price returns the correct list.",""
"passed","Tue Oct 08 00:54:32 GMT 2024","Tue Oct 08 00:54:33 GMT 2024","873","Assert if inventory listing is working correctly.","","","","","Assert if sorting items descending in the list by name returns the correct list.",""
"passed","Tue Oct 08 00:54:27 GMT 2024","Tue Oct 08 00:54:28 GMT 2024","1109","Assert if inventory listing is working correctly.","","","","","Assert if the user sees 6 items in the listing.",""
"passed","Tue Oct 08 00:54:31 GMT 2024","Tue Oct 08 00:54:32 GMT 2024","873","Assert if inventory listing is working correctly.","","","","","Assert if sorting items ascending in the list by name returns the correct list.",""
"broken","Tue Oct 08 00:54:20 GMT 2024","Tue Oct 08 00:54:21 GMT 2024","1254","Assert if the checkout feature is working as it should.","","","","","Checkout two items and check if the total sum of the price matches.",""
"passed","Tue Oct 08 00:54:29 GMT 2024","Tue Oct 08 00:54:31 GMT 2024","1697","Assert if inventory listing is working correctly.","","","","","Assert if ""Remove"" button removes the item from the cart counter when clicked.",""
