"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Oct 10 13:52:53 GMT 2024","Thu Oct 10 13:52:54 GMT 2024","829","Assert if inventory listing is working correctly.","","","","","Assert if sorting items descending in the list by price returns the correct list.",""
"passed","Thu Oct 10 13:52:31 GMT 2024","Thu Oct 10 13:52:33 GMT 2024","1720","Shopping Cart Functionality","","","","","should allow a user to add a single item to the shopping cart",""
"passed","Thu Oct 10 13:52:46 GMT 2024","Thu Oct 10 13:52:47 GMT 2024","919","Assert if inventory listing is working correctly.","","","","","Assert if the user sees 6 items in the listing.",""
"passed","Thu Oct 10 13:52:52 GMT 2024","Thu Oct 10 13:52:53 GMT 2024","825","Assert if inventory listing is working correctly.","","","","","Assert if sorting items ascending in the list by price returns the correct list.",""
"passed","Thu Oct 10 13:52:51 GMT 2024","Thu Oct 10 13:52:52 GMT 2024","826","Assert if inventory listing is working correctly.","","","","","Assert if sorting items descending in the list by name returns the correct list.",""
"passed","Thu Oct 10 13:53:04 GMT 2024","Thu Oct 10 13:53:12 GMT 2024","8336","Test navigation links on hamburger menu.","","","","","Assert if the ""About"" menu option is redirecting to the correct website.",""
"passed","Thu Oct 10 13:52:42 GMT 2024","Thu Oct 10 13:52:43 GMT 2024","1671","Assert if the checkout feature is working as it should.","","","","","Checkout two items and verify total matches subtotal plus tax.",""
"passed","Thu Oct 10 13:53:16 GMT 2024","Thu Oct 10 13:53:16 GMT 2024","865","Test product page functionalities and information.","","","","","Assert if product description matches with the name in inventory list.",""
"passed","Thu Oct 10 13:53:01 GMT 2024","Thu Oct 10 13:53:02 GMT 2024","1172","Test navigation links on hamburger menu.","","","","","Assert menu links consistency.",""
"skipped","Thu Oct 10 13:53:19 GMT 2024","Thu Oct 10 13:53:19 GMT 2024","17","Test product page functionalities and information.","","","","","Assert if ""Reset App State"" function resets the app state inside the product page.",""
"passed","Thu Oct 10 13:52:33 GMT 2024","Thu Oct 10 13:52:34 GMT 2024","1295","Shopping Cart Functionality","","","","","should allow a user to add multiple items to the shopping cart",""
"passed","Thu Oct 10 13:52:34 GMT 2024","Thu Oct 10 13:52:36 GMT 2024","1825","Shopping Cart Functionality","","","","","should allow a user to remove items from the shopping cart",""
"passed","Thu Oct 10 13:52:47 GMT 2024","Thu Oct 10 13:52:49 GMT 2024","1211","Assert if inventory listing is working correctly.","","","","","Assert if ""Add to cart"" button is working correctly.",""
"passed","Thu Oct 10 13:52:49 GMT 2024","Thu Oct 10 13:52:50 GMT 2024","1614","Assert if inventory listing is working correctly.","","","","","Assert if ""Remove"" button removes the item from the cart counter when clicked.",""
"passed","Thu Oct 10 13:53:17 GMT 2024","Thu Oct 10 13:53:17 GMT 2024","802","Test product page functionalities and information.","","","","","Assert if product price matches with the price in inventory list.",""
"passed","Thu Oct 10 13:52:50 GMT 2024","Thu Oct 10 13:52:51 GMT 2024","821","Assert if inventory listing is working correctly.","","","","","Assert if sorting items ascending in the list by name returns the correct list.",""
"passed","Thu Oct 10 13:53:18 GMT 2024","Thu Oct 10 13:53:19 GMT 2024","948","Test product page functionalities and information.","","","","","Assert if ""Remove"" button inside product page removes the added item from shopping cart.",""
"passed","Thu Oct 10 13:52:40 GMT 2024","Thu Oct 10 13:52:42 GMT 2024","1751","Assert if the checkout feature is working as it should.","","","","","Checkout two items and check if the total sum of the price matches.",""
"passed","Thu Oct 10 13:53:17 GMT 2024","Thu Oct 10 13:53:18 GMT 2024","876","Test product page functionalities and information.","","","","","Assert if ""Add to cart"" button inside product page is working correctly.",""
"passed","Thu Oct 10 13:52:56 GMT 2024","Thu Oct 10 13:53:00 GMT 2024","3548","Test application login scenarios","","","","","Login with invalid usernames to check error messages.",""
"passed","Thu Oct 10 13:52:55 GMT 2024","Thu Oct 10 13:52:56 GMT 2024","915","Test application login scenarios","","","","","Login with a valid user and check if the products page is shown correctly.",""
"passed","Thu Oct 10 13:52:38 GMT 2024","Thu Oct 10 13:52:40 GMT 2024","1890","Assert if the checkout feature is working as it should.","","","","","Checkout a single item and check if the pricing matches.",""
"passed","Thu Oct 10 13:53:12 GMT 2024","Thu Oct 10 13:53:13 GMT 2024","1102","Test navigation links on hamburger menu.","Go to shopping cart and them try to come back to products listing.","","","","Assert if ""All Items"" menu option is working correctly.",""
"skipped","Thu Oct 10 13:53:12 GMT 2024","Thu Oct 10 13:53:13 GMT 2024","1134","Test navigation links on hamburger menu.","","","","","Assert if the ""Reset App State"" menu option clears the shopping cart and reset the page DOM.",""
"passed","Thu Oct 10 13:52:43 GMT 2024","Thu Oct 10 13:52:45 GMT 2024","1752","Assert if the checkout feature is working as it should.","","","","","Assert if the user can complete the checkout process.",""
"passed","Thu Oct 10 13:53:02 GMT 2024","Thu Oct 10 13:53:04 GMT 2024","1222","Test navigation links on hamburger menu.","","","","","Assert if the ""Logout"" menu option is logging out the user and redirecting to login form.",""
"passed","Thu Oct 10 13:53:15 GMT 2024","Thu Oct 10 13:53:16 GMT 2024","1045","Test product page functionalities and information.","","","","","Assert if product name matches with the name in inventory list.",""
"skipped","Thu Oct 10 13:52:36 GMT 2024","Thu Oct 10 13:52:36 GMT 2024","18","Shopping Cart Functionality","","","","","should reset app state and remove items from the shopping cart",""
