"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Oct 17 16:22:52 GMT 2024","Thu Oct 17 16:22:54 GMT 2024","1802","Shopping Cart Functionality","","","","","should allow a user to add a single item to the shopping cart",""
"passed","Thu Oct 17 16:23:28 GMT 2024","Thu Oct 17 16:23:29 GMT 2024","808","Test product page functionalities and information.","","","","","Assert if product price matches with the price in inventory list.",""
"passed","Thu Oct 17 16:23:14 GMT 2024","Thu Oct 17 16:23:15 GMT 2024","862","Assert if inventory listing is working correctly.","","","","","Assert if sorting items ascending in the list by price returns the correct list.",""
"passed","Thu Oct 17 16:23:10 GMT 2024","Thu Oct 17 16:23:12 GMT 2024","1664","Assert if inventory listing is working correctly.","","","","","Assert if ""Remove"" button removes the item from the cart counter when clicked.",""
"passed","Thu Oct 17 16:23:01 GMT 2024","Thu Oct 17 16:23:03 GMT 2024","1843","Assert if the checkout feature is working as it should.","","","","","Checkout two items and check if the total sum of the price matches.",""
"passed","Thu Oct 17 16:23:28 GMT 2024","Thu Oct 17 16:23:28 GMT 2024","902","Test product page functionalities and information.","","","","","Assert if product description matches with the name in inventory list.",""
"passed","Thu Oct 17 16:23:15 GMT 2024","Thu Oct 17 16:23:16 GMT 2024","863","Assert if inventory listing is working correctly.","","","","","Assert if sorting items descending in the list by price returns the correct list.",""
"passed","Thu Oct 17 16:23:29 GMT 2024","Thu Oct 17 16:23:30 GMT 2024","871","Test product page functionalities and information.","","","","","Assert if ""Add to cart"" button inside product page is working correctly.",""
"passed","Thu Oct 17 16:22:54 GMT 2024","Thu Oct 17 16:22:56 GMT 2024","1382","Shopping Cart Functionality","","","","","should allow a user to add multiple items to the shopping cart",""
"passed","Thu Oct 17 16:23:08 GMT 2024","Thu Oct 17 16:23:09 GMT 2024","985","Assert if inventory listing is working correctly.","","","","","Assert if the user sees 6 items in the listing.",""
"passed","Thu Oct 17 16:23:18 GMT 2024","Thu Oct 17 16:23:22 GMT 2024","3661","Test application login scenarios","","","","","Login with invalid usernames to check error messages.",""
"passed","Thu Oct 17 16:23:03 GMT 2024","Thu Oct 17 16:23:05 GMT 2024","1742","Assert if the checkout feature is working as it should.","","","","","Checkout two items and verify total matches subtotal plus tax.",""
"passed","Thu Oct 17 16:23:09 GMT 2024","Thu Oct 17 16:23:10 GMT 2024","1295","Assert if inventory listing is working correctly.","","","","","Assert if ""Add to cart"" button is working correctly.",""
"skipped","Thu Oct 17 16:22:57 GMT 2024","Thu Oct 17 16:22:57 GMT 2024","23","Shopping Cart Functionality","","","","","should reset app state and remove items from the shopping cart",""
"passed","Thu Oct 17 16:22:59 GMT 2024","Thu Oct 17 16:23:01 GMT 2024","1917","Assert if the checkout feature is working as it should.","","","","","Checkout a single item and check if the pricing matches.",""
"passed","Thu Oct 17 16:23:13 GMT 2024","Thu Oct 17 16:23:14 GMT 2024","866","Assert if inventory listing is working correctly.","","","","","Assert if sorting items descending in the list by name returns the correct list.",""
"passed","Thu Oct 17 16:23:12 GMT 2024","Thu Oct 17 16:23:13 GMT 2024","847","Assert if inventory listing is working correctly.","","","","","Assert if sorting items ascending in the list by name returns the correct list.",""
"passed","Thu Oct 17 16:23:26 GMT 2024","Thu Oct 17 16:23:27 GMT 2024","1064","Test product page functionalities and information.","","","","","Assert if product name matches with the name in inventory list.",""
"passed","Thu Oct 17 16:23:17 GMT 2024","Thu Oct 17 16:23:18 GMT 2024","972","Test application login scenarios","","","","","Login with a valid user and check if the products page is shown correctly.",""
"passed","Thu Oct 17 16:23:30 GMT 2024","Thu Oct 17 16:23:31 GMT 2024","948","Test product page functionalities and information.","","","","","Assert if ""Remove"" button inside product page removes the added item from shopping cart.",""
"passed","Thu Oct 17 16:23:05 GMT 2024","Thu Oct 17 16:23:06 GMT 2024","1831","Assert if the checkout feature is working as it should.","","","","","Assert if the user can complete the checkout process.",""
"skipped","Thu Oct 17 16:23:31 GMT 2024","Thu Oct 17 16:23:31 GMT 2024","24","Test product page functionalities and information.","","","","","Assert if ""Reset App State"" function resets the app state inside the product page.",""
"passed","Thu Oct 17 16:23:23 GMT 2024","Thu Oct 17 16:23:25 GMT 2024","1376","Test navigation links on hamburger menu.","","","","","Assert menu links consistency.",""
"passed","Thu Oct 17 16:22:56 GMT 2024","Thu Oct 17 16:22:57 GMT 2024","1786","Shopping Cart Functionality","","","","","should allow a user to remove items from the shopping cart",""
