"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Oct 04 14:57:41 GMT 2024","Fri Oct 04 14:57:42 GMT 2024","898","Assert if inventory listing is working correctly.","","","","","Assert if sorting items descending in the list by name returns the correct list.",""
"passed","Fri Oct 04 14:57:54 GMT 2024","Fri Oct 04 14:57:55 GMT 2024","1267","Test navigation links on hamburger menu.","","","","","Assert if the ""Logout"" menu option is logging out the user and redirecting to login form.",""
"passed","Fri Oct 04 14:57:42 GMT 2024","Fri Oct 04 14:57:42 GMT 2024","868","Assert if inventory listing is working correctly.","","","","","Assert if sorting items ascending in the list by price returns the correct list.",""
"passed","Fri Oct 04 14:57:37 GMT 2024","Fri Oct 04 14:57:38 GMT 2024","1373","Assert if inventory listing is working correctly.","","","","","Assert if ""Add to cart"" button is working correctly.",""
"passed","Fri Oct 04 14:57:35 GMT 2024","Fri Oct 04 14:57:36 GMT 2024","1861","Assert if inventory listing is working correctly.","","","","","Assert if the user sees 6 items in the listing.",""
"passed","Fri Oct 04 14:57:40 GMT 2024","Fri Oct 04 14:57:41 GMT 2024","901","Assert if inventory listing is working correctly.","","","","","Assert if sorting items ascending in the list by name returns the correct list.",""
"passed","Fri Oct 04 14:57:45 GMT 2024","Fri Oct 04 14:57:46 GMT 2024","1085","Test application login scenarios","","","","","Login with a valid user and check if the products page is shown correctly.",""
"passed","Fri Oct 04 14:57:52 GMT 2024","Fri Oct 04 14:57:54 GMT 2024","1336","Test navigation links on hamburger menu.","","","","","Assert menu links consistency.",""
"passed","Fri Oct 04 14:57:46 GMT 2024","Fri Oct 04 14:57:50 GMT 2024","3715","Test application login scenarios","","","","","Login with invalid usernames to check error messages.",""
"passed","Fri Oct 04 14:57:42 GMT 2024","Fri Oct 04 14:57:43 GMT 2024","868","Assert if inventory listing is working correctly.","","","","","Assert if sorting items descending in the list by price returns the correct list.",""
"passed","Fri Oct 04 14:57:38 GMT 2024","Fri Oct 04 14:57:40 GMT 2024","1723","Assert if inventory listing is working correctly.","","","","","Assert if ""Remove"" button removes the item from the cart counter when clicked.",""
