"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Oct 08 00:47:50 GMT 2024","Tue Oct 08 00:47:50 GMT 2024","878","Assert if inventory listing is working correctly.","","","","","Assert if sorting items ascending in the list by price returns the correct list.",""
"passed","Tue Oct 08 00:48:00 GMT 2024","Tue Oct 08 00:48:02 GMT 2024","1353","Test navigation links on hamburger menu.","","","","","Assert menu links consistency.",""
"passed","Tue Oct 08 00:47:37 GMT 2024","Tue Oct 08 00:47:39 GMT 2024","1828","Assert if the checkout feature is working as it should.","","","","","Checkout two items and verify total matches subtotal plus tax.",""
"passed","Tue Oct 08 00:47:44 GMT 2024","Tue Oct 08 00:47:46 GMT 2024","1345","Assert if inventory listing is working correctly.","","","","","Assert if ""Add to cart"" button is working correctly.",""
"passed","Tue Oct 08 00:47:55 GMT 2024","Tue Oct 08 00:47:58 GMT 2024","3694","Test application login scenarios","","","","","Login with invalid usernames to check error messages.",""
"passed","Tue Oct 08 00:48:20 GMT 2024","Tue Oct 08 00:48:21 GMT 2024","946","Test product page functionalities and information.","","","","","Assert if product description matches with the name in inventory list.",""
"passed","Tue Oct 08 00:48:19 GMT 2024","Tue Oct 08 00:48:20 GMT 2024","1267","Test product page functionalities and information.","","","","","Assert if product name matches with the name in inventory list.",""
"passed","Tue Oct 08 00:47:46 GMT 2024","Tue Oct 08 00:47:48 GMT 2024","1743","Assert if inventory listing is working correctly.","","","","","Assert if ""Remove"" button removes the item from the cart counter when clicked.",""
"failed","Tue Oct 08 00:48:27 GMT 2024","Tue Oct 08 00:48:32 GMT 2024","5016","Test product page functionalities and information.","","","","","Assert if ""Remove"" button inside product page removes the added item from shopping cart.",""
"passed","Tue Oct 08 00:47:49 GMT 2024","Tue Oct 08 00:47:50 GMT 2024","919","Assert if inventory listing is working correctly.","","","","","Assert if sorting items descending in the list by name returns the correct list.",""
"failed","Tue Oct 08 00:48:22 GMT 2024","Tue Oct 08 00:48:27 GMT 2024","5003","Test product page functionalities and information.","","","","","Assert if ""Add to cart"" button inside product page is working correctly.",""
"passed","Tue Oct 08 00:48:03 GMT 2024","Tue Oct 08 00:48:15 GMT 2024","11957","Test navigation links on hamburger menu.","","","","","Assert if the ""About"" menu option is redirecting to the correct website.",""
"passed","Tue Oct 08 00:47:33 GMT 2024","Tue Oct 08 00:47:36 GMT 2024","2388","Assert if the checkout feature is working as it should.","","","","","Checkout a single item and check if the pricing matches.",""
"passed","Tue Oct 08 00:47:39 GMT 2024","Tue Oct 08 00:47:41 GMT 2024","1884","Assert if the checkout feature is working as it should.","","","","","Assert if the user can complete the checkout process.",""
"passed","Tue Oct 08 00:47:54 GMT 2024","Tue Oct 08 00:47:55 GMT 2024","1110","Test application login scenarios","","","","","Login with a valid user and check if the products page is shown correctly.",""
"passed","Tue Oct 08 00:47:43 GMT 2024","Tue Oct 08 00:47:44 GMT 2024","1128","Assert if inventory listing is working correctly.","","","","","Assert if the user sees 6 items in the listing.",""
"passed","Tue Oct 08 00:48:15 GMT 2024","Tue Oct 08 00:48:17 GMT 2024","1253","Test navigation links on hamburger menu.","Go to shopping cart and them try to come back to products listing.","","","","Assert if ""All Items"" menu option is working correctly.",""
"passed","Tue Oct 08 00:47:51 GMT 2024","Tue Oct 08 00:47:51 GMT 2024","886","Assert if inventory listing is working correctly.","","","","","Assert if sorting items descending in the list by price returns the correct list.",""
"passed","Tue Oct 08 00:48:21 GMT 2024","Tue Oct 08 00:48:22 GMT 2024","869","Test product page functionalities and information.","","","","","Assert if product price matches with the price in inventory list.",""
"broken","Tue Oct 08 00:47:36 GMT 2024","Tue Oct 08 00:47:37 GMT 2024","1343","Assert if the checkout feature is working as it should.","","","","","Checkout two items and check if the total sum of the price matches.",""
"passed","Tue Oct 08 00:47:48 GMT 2024","Tue Oct 08 00:47:49 GMT 2024","915","Assert if inventory listing is working correctly.","","","","","Assert if sorting items ascending in the list by name returns the correct list.",""
"skipped","Tue Oct 08 00:48:15 GMT 2024","Tue Oct 08 00:48:17 GMT 2024","1294","Test navigation links on hamburger menu.","","","","","Assert if the ""Reset App State"" menu option clears the shopping cart and reset the page DOM.",""
"passed","Tue Oct 08 00:48:02 GMT 2024","Tue Oct 08 00:48:03 GMT 2024","1273","Test navigation links on hamburger menu.","","","","","Assert if the ""Logout"" menu option is logging out the user and redirecting to login form.",""
"skipped","Tue Oct 08 00:48:32 GMT 2024","Tue Oct 08 00:48:32 GMT 2024","61","Test product page functionalities and information.","","","","","Assert if ""Reset App State"" function resets the app state inside the product page.",""
