"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Oct 08 01:01:21 GMT 2024","Tue Oct 08 01:01:22 GMT 2024","1296","Test navigation links on hamburger menu.","","","","","Assert menu links consistency.",""
"passed","Tue Oct 08 01:01:04 GMT 2024","Tue Oct 08 01:01:06 GMT 2024","1209","Assert if inventory listing is working correctly.","","","","","Assert if the user sees 6 items in the listing.",""
"passed","Tue Oct 08 01:01:10 GMT 2024","Tue Oct 08 01:01:10 GMT 2024","846","Assert if inventory listing is working correctly.","","","","","Assert if sorting items descending in the list by name returns the correct list.",""
"passed","Tue Oct 08 01:00:59 GMT 2024","Tue Oct 08 01:01:02 GMT 2024","2989","Assert if the checkout feature is working as it should.","","","","","Checkout two items and check if the total sum of the price matches.",""
"passed","Tue Oct 08 01:01:07 GMT 2024","Tue Oct 08 01:01:09 GMT 2024","1638","Assert if inventory listing is working correctly.","","","","","Assert if ""Remove"" button removes the item from the cart counter when clicked.",""
"passed","Tue Oct 08 01:01:11 GMT 2024","Tue Oct 08 01:01:12 GMT 2024","851","Assert if inventory listing is working correctly.","","","","","Assert if sorting items descending in the list by price returns the correct list.",""
"passed","Tue Oct 08 01:01:14 GMT 2024","Tue Oct 08 01:01:15 GMT 2024","1043","Test application login scenarios","","","","","Login with a valid user and check if the products page is shown correctly.",""
"passed","Tue Oct 08 01:01:09 GMT 2024","Tue Oct 08 01:01:10 GMT 2024","846","Assert if inventory listing is working correctly.","","","","","Assert if sorting items ascending in the list by name returns the correct list.",""
"passed","Tue Oct 08 01:01:10 GMT 2024","Tue Oct 08 01:01:11 GMT 2024","874","Assert if inventory listing is working correctly.","","","","","Assert if sorting items ascending in the list by price returns the correct list.",""
"passed","Tue Oct 08 01:01:22 GMT 2024","Tue Oct 08 01:01:24 GMT 2024","1285","Test navigation links on hamburger menu.","","","","","Assert if the ""Logout"" menu option is logging out the user and redirecting to login form.",""
"passed","Tue Oct 08 01:01:15 GMT 2024","Tue Oct 08 01:01:19 GMT 2024","3610","Test application login scenarios","","","","","Login with invalid usernames to check error messages.",""
"passed","Tue Oct 08 01:01:06 GMT 2024","Tue Oct 08 01:01:07 GMT 2024","1337","Assert if inventory listing is working correctly.","","","","","Assert if ""Add to cart"" button is working correctly.",""
